Store_Id,Store_name,Product ID,Product Name,Department,Category,Price,Stock Availability,Aisle Location,Store-Specific Notes
1144,NEW IN TOWN,1014,LG Refrigerator,APPLIANCES,Electronics,2375,No (Restocking in 2 days),Aisle 12,10% discount for members
1144,NEW IN TOWN,2014,Converse Chuck Taylor,SHOES,Footwear,175,Yes (57 units),Aisle 20,Alternative: Adidas available
1144,NEW IN TOWN,1015,Fitbit Smartwatch,APPLIANCES,Electronics,1602,Yes (42 units),Aisle 18,Limited to 2 per customer
1144,NEW IN TOWN,2015,Under Armour Trainers,SHOES,Footwear,276,Yes (37 units),Aisle 14,
1144,NEW IN TOWN,1016,LG Refrigerator,APPLIANCES,Electronics,2760,Yes (46 units),Aisle 15,10% discount for members
1144,NEW IN TOWN,2016,Under Armour Trainers,SHOES,Footwear,224,Yes (78 units),Aisle 18,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1017,Samsung Galaxy S23,APPLIANCES,Electronics,2975,Yes (68 units),Aisle 10,10% discount for members
1144,NEW IN TOWN,2017,Reebok Walking Shoes,SHOES,Footwear,154,No (Restocking in 2 days),Aisle 4,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1018,Apple MacBook Air,APPLIANCES,Electronics,2660,Yes (15 units),Aisle 16,
1144,NEW IN TOWN,2018,Converse Chuck Taylor,SHOES,Footwear,269,Yes (71 units),Aisle 8,Alternative: Adidas available
1144,NEW IN TOWN,1019,LG Refrigerator,APPLIANCES,Electronics,2752,Yes (67 units),Aisle 8,Online order available
1144,NEW IN TOWN,2019,Asics Trail Shoes,SHOES,Footwear,298,No (Restocking in 2 days),Aisle 3,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1020,Breville Coffee Machine,APPLIANCES,Electronics,121,Yes (64 units),Aisle 17,Limited to 2 per customer
1144,NEW IN TOWN,2020,Adidas Sneakers,SHOES,Footwear,74,No (Restocking in 2 days),Aisle 1,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1021,Apple iPhone 15,APPLIANCES,Electronics,885,Yes (91 units),Aisle 7,Limited to 2 per customer
1144,NEW IN TOWN,2021,Asics Trail Shoes,SHOES,Footwear,141,No (Restocking in 2 days),Aisle 18,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1022,Apple iPhone 15,APPLIANCES,Electronics,2761,No (Restocking in 2 days),Aisle 13,Online order available
1144,NEW IN TOWN,2022,Adidas Sneakers,SHOES,Footwear,265,No (Restocking in 2 days),Aisle 9,Alternative: Adidas available
1144,NEW IN TOWN,1023,Fitbit Smartwatch,APPLIANCES,Electronics,2680,Yes (47 units),Aisle 20,
1144,NEW IN TOWN,2023,Asics Trail Shoes,SHOES,Footwear,152,Yes (14 units),Aisle 3,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1024,Sony 55-inch TV,APPLIANCES,Electronics,1000,No (Restocking in 2 days),Aisle 11,Online order available
1144,NEW IN TOWN,2024,Skechers Casual Shoes,SHOES,Footwear,245,Yes (48 units),Aisle 4,
1144,NEW IN TOWN,1025,Breville Coffee Machine,APPLIANCES,Electronics,559,Yes (28 units),Aisle 12,Limited to 2 per customer
1144,NEW IN TOWN,2025,Asics Trail Shoes,SHOES,Footwear,160,Yes (53 units),Aisle 15,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1026,Fitbit Smartwatch,APPLIANCES,Electronics,1922,Yes (83 units),Aisle 9,Online order available
1144,NEW IN TOWN,2026,Asics Trail Shoes,SHOES,Footwear,261,Yes (92 units),Aisle 16,Limited to 1 per customer
1144,NEW IN TOWN,1027,Bose Sound System,APPLIANCES,Electronics,2784,No (Restocking in 2 days),Aisle 3,10% discount for members
1144,NEW IN TOWN,2027,Adidas Sneakers,SHOES,Footwear,232,Yes (95 units),Aisle 18,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1028,Apple MacBook Air,APPLIANCES,Electronics,2769,No (Restocking in 2 days),Aisle 18,Online order available
1144,NEW IN TOWN,2028,Skechers Casual Shoes,SHOES,Footwear,81,No (Restocking in 2 days),Aisle 15,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1029,Panasonic Microwave,APPLIANCES,Electronics,1980,No (Restocking in 2 days),Aisle 10,
1144,NEW IN TOWN,2029,Puma Sports Shoes,SHOES,Footwear,193,No (Restocking in 2 days),Aisle 10,
1144,NEW IN TOWN,1030,Apple MacBook Air,APPLIANCES,Electronics,453,Yes (29 units),Aisle 16,Limited to 2 per customer
1144,NEW IN TOWN,2030,Asics Trail Shoes,SHOES,Footwear,234,Yes (24 units),Aisle 8,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1031,Bose Sound System,APPLIANCES,Electronics,179,Yes (68 units),Aisle 13,Online order available
1144,NEW IN TOWN,2031,Vans Skate Shoes,SHOES,Footwear,242,Yes (10 units),Aisle 16,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1032,Dyson Vacuum Cleaner,APPLIANCES,Electronics,2751,No (Restocking in 2 days),Aisle 5,Online order available
1144,NEW IN TOWN,2032,Reebok Walking Shoes,SHOES,Footwear,280,Yes (30 units),Aisle 8,Alternative: Adidas available
1144,NEW IN TOWN,1033,Panasonic Microwave,APPLIANCES,Electronics,1359,Yes (15 units),Aisle 17,Limited to 2 per customer
1144,NEW IN TOWN,2033,Asics Trail Shoes,SHOES,Footwear,211,Yes (74 units),Aisle 6,Limited to 1 per customer
1144,NEW IN TOWN,1034,Breville Coffee Machine,APPLIANCES,Electronics,1383,No (Restocking in 2 days),Aisle 12,
1144,NEW IN TOWN,2034,Converse Chuck Taylor,SHOES,Footwear,113,No (Restocking in 2 days),Aisle 7,Limited to 1 per customer
1144,NEW IN TOWN,1035,Breville Coffee Machine,APPLIANCES,Electronics,2522,No (Restocking in 2 days),Aisle 2,Online order available
1144,NEW IN TOWN,2035,New Balance Joggers,SHOES,Footwear,232,Yes (56 units),Aisle 17,
1144,NEW IN TOWN,1036,Bose Sound System,APPLIANCES,Electronics,281,No (Restocking in 2 days),Aisle 4,10% discount for members
1144,NEW IN TOWN,2036,Vans Skate Shoes,SHOES,Footwear,289,No (Restocking in 2 days),Aisle 6,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1037,Samsung Galaxy S23,APPLIANCES,Electronics,905,Yes (92 units),Aisle 11,
1144,NEW IN TOWN,2037,Puma Sports Shoes,SHOES,Footwear,51,Yes (81 units),Aisle 7,Alternative: Adidas available
1144,NEW IN TOWN,1038,Breville Coffee Machine,APPLIANCES,Electronics,1913,No (Restocking in 2 days),Aisle 18,Online order available
1144,NEW IN TOWN,2038,Under Armour Trainers,SHOES,Footwear,123,No (Restocking in 2 days),Aisle 11,Limited to 1 per customer
1144,NEW IN TOWN,1039,Sony 55-inch TV,APPLIANCES,Electronics,2103,No (Restocking in 2 days),Aisle 3,Limited to 2 per customer
1144,NEW IN TOWN,2039,Puma Sports Shoes,SHOES,Footwear,104,No (Restocking in 2 days),Aisle 14,
1144,NEW IN TOWN,1040,Bose Sound System,APPLIANCES,Electronics,257,No (Restocking in 2 days),Aisle 10,Limited to 2 per customer
1144,NEW IN TOWN,2040,Reebok Walking Shoes,SHOES,Footwear,190,Yes (77 units),Aisle 7,
1144,NEW IN TOWN,1041,Breville Coffee Machine,APPLIANCES,Electronics,1815,No (Restocking in 2 days),Aisle 5,Online order available
1144,NEW IN TOWN,2041,Asics Trail Shoes,SHOES,Footwear,114,Yes (90 units),Aisle 5,Limited to 1 per customer
1144,NEW IN TOWN,1042,Sony 55-inch TV,APPLIANCES,Electronics,321,Yes (22 units),Aisle 19,
1144,NEW IN TOWN,2042,Adidas Sneakers,SHOES,Footwear,86,No (Restocking in 2 days),Aisle 7,
1144,NEW IN TOWN,1043,Apple MacBook Air,APPLIANCES,Electronics,1679,No (Restocking in 2 days),Aisle 9,10% discount for members
1144,NEW IN TOWN,2043,Nike Running Shoes,SHOES,Footwear,202,No (Restocking in 2 days),Aisle 16,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1044,Apple MacBook Air,APPLIANCES,Electronics,1884,Yes (96 units),Aisle 19,
1144,NEW IN TOWN,2044,Adidas Sneakers,SHOES,Footwear,236,No (Restocking in 2 days),Aisle 19,Limited to 1 per customer
1144,NEW IN TOWN,1045,Samsung Galaxy S23,APPLIANCES,Electronics,328,No (Restocking in 2 days),Aisle 19,10% discount for members
1144,NEW IN TOWN,2045,Skechers Casual Shoes,SHOES,Footwear,125,No (Restocking in 2 days),Aisle 18,
1144,NEW IN TOWN,1046,Apple iPhone 15,APPLIANCES,Electronics,1507,Yes (100 units),Aisle 15,Limited to 2 per customer
1144,NEW IN TOWN,2046,New Balance Joggers,SHOES,Footwear,256,No (Restocking in 2 days),Aisle 13,Alternative: Adidas available
1144,NEW IN TOWN,1047,Panasonic Microwave,APPLIANCES,Electronics,222,No (Restocking in 2 days),Aisle 17,10% discount for members
1144,NEW IN TOWN,2047,Converse Chuck Taylor,SHOES,Footwear,71,Yes (70 units),Aisle 19,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1048,LG Refrigerator,APPLIANCES,Electronics,2472,No (Restocking in 2 days),Aisle 20,Online order available
1144,NEW IN TOWN,2048,Converse Chuck Taylor,SHOES,Footwear,147,Yes (23 units),Aisle 19,Alternative: Adidas available
1144,NEW IN TOWN,1049,Bose Sound System,APPLIANCES,Electronics,1603,No (Restocking in 2 days),Aisle 16,Limited to 2 per customer
1144,NEW IN TOWN,2049,Under Armour Trainers,SHOES,Footwear,250,No (Restocking in 2 days),Aisle 1,Limited to 1 per customer
1144,NEW IN TOWN,1050,Fitbit Smartwatch,APPLIANCES,Electronics,1585,Yes (93 units),Aisle 2,Limited to 2 per customer
1144,NEW IN TOWN,2050,Adidas Sneakers,SHOES,Footwear,72,Yes (29 units),Aisle 20,Limited to 1 per customer
1144,NEW IN TOWN,1051,Apple MacBook Air,APPLIANCES,Electronics,761,Yes (79 units),Aisle 15,
1144,NEW IN TOWN,2051,Adidas Sneakers,SHOES,Footwear,213,No (Restocking in 2 days),Aisle 18,Alternative: Adidas available
1144,NEW IN TOWN,1052,LG Refrigerator,APPLIANCES,Electronics,2624,Yes (24 units),Aisle 4,10% discount for members
1144,NEW IN TOWN,2052,Reebok Walking Shoes,SHOES,Footwear,169,No (Restocking in 2 days),Aisle 13,Alternative: Adidas available
1144,NEW IN TOWN,1053,Apple iPhone 15,APPLIANCES,Electronics,718,Yes (37 units),Aisle 20,Online order available
1144,NEW IN TOWN,2053,Reebok Walking Shoes,SHOES,Footwear,221,Yes (46 units),Aisle 14,
1144,NEW IN TOWN,1054,Sony 55-inch TV,APPLIANCES,Electronics,2902,No (Restocking in 2 days),Aisle 7,Limited to 2 per customer
1144,NEW IN TOWN,2054,Puma Sports Shoes,SHOES,Footwear,282,No (Restocking in 2 days),Aisle 6,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1055,Samsung Galaxy S23,APPLIANCES,Electronics,1480,Yes (79 units),Aisle 10,
1144,NEW IN TOWN,2055,Under Armour Trainers,SHOES,Footwear,164,No (Restocking in 2 days),Aisle 6,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1056,Apple iPhone 15,APPLIANCES,Electronics,2377,Yes (51 units),Aisle 3,Limited to 2 per customer
1144,NEW IN TOWN,2056,Converse Chuck Taylor,SHOES,Footwear,113,No (Restocking in 2 days),Aisle 19,
1144,NEW IN TOWN,1057,Panasonic Microwave,APPLIANCES,Electronics,1362,No (Restocking in 2 days),Aisle 18,10% discount for members
1144,NEW IN TOWN,2057,Nike Running Shoes,SHOES,Footwear,234,No (Restocking in 2 days),Aisle 8,Limited to 1 per customer
1144,NEW IN TOWN,1058,Sony 55-inch TV,APPLIANCES,Electronics,1344,No (Restocking in 2 days),Aisle 18,Limited to 2 per customer
1144,NEW IN TOWN,2058,Converse Chuck Taylor,SHOES,Footwear,265,Yes (19 units),Aisle 5,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1059,Panasonic Microwave,APPLIANCES,Electronics,2762,No (Restocking in 2 days),Aisle 6,Limited to 2 per customer
1144,NEW IN TOWN,2059,Under Armour Trainers,SHOES,Footwear,196,Yes (64 units),Aisle 15,Alternative: Adidas available
1144,NEW IN TOWN,1060,Apple MacBook Air,APPLIANCES,Electronics,2231,Yes (52 units),Aisle 9,Online order available
1144,NEW IN TOWN,2060,Nike Running Shoes,SHOES,Footwear,134,No (Restocking in 2 days),Aisle 4,Alternative: Adidas available
1144,NEW IN TOWN,1061,Samsung Galaxy S23,APPLIANCES,Electronics,1430,Yes (60 units),Aisle 10,Online order available
1144,NEW IN TOWN,2061,Vans Skate Shoes,SHOES,Footwear,148,No (Restocking in 2 days),Aisle 18,
1144,NEW IN TOWN,1062,Panasonic Microwave,APPLIANCES,Electronics,2122,No (Restocking in 2 days),Aisle 10,Limited to 2 per customer
1144,NEW IN TOWN,2062,Under Armour Trainers,SHOES,Footwear,54,Yes (26 units),Aisle 16,Limited to 1 per customer
1144,NEW IN TOWN,1063,Fitbit Smartwatch,APPLIANCES,Electronics,961,Yes (51 units),Aisle 17,Online order available
1144,NEW IN TOWN,2063,Adidas Sneakers,SHOES,Footwear,158,No (Restocking in 2 days),Aisle 11,Limited to 1 per customer
1144,NEW IN TOWN,1064,Apple MacBook Air,APPLIANCES,Electronics,1747,No (Restocking in 2 days),Aisle 10,
1144,NEW IN TOWN,2064,Under Armour Trainers,SHOES,Footwear,52,Yes (53 units),Aisle 15,Limited to 1 per customer
1144,NEW IN TOWN,1065,Apple iPhone 15,APPLIANCES,Electronics,2695,Yes (48 units),Aisle 19,Online order available
1144,NEW IN TOWN,2065,Puma Sports Shoes,SHOES,Footwear,190,Yes (71 units),Aisle 12,Limited to 1 per customer
1144,NEW IN TOWN,1066,Dyson Vacuum Cleaner,APPLIANCES,Electronics,2612,No (Restocking in 2 days),Aisle 17,Limited to 2 per customer
1144,NEW IN TOWN,2066,Nike Running Shoes,SHOES,Footwear,235,Yes (25 units),Aisle 1,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1067,Fitbit Smartwatch,APPLIANCES,Electronics,2374,Yes (63 units),Aisle 17,Limited to 2 per customer
1144,NEW IN TOWN,2067,Asics Trail Shoes,SHOES,Footwear,203,No (Restocking in 2 days),Aisle 4,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1068,Sony 55-inch TV,APPLIANCES,Electronics,473,No (Restocking in 2 days),Aisle 13,10% discount for members
1144,NEW IN TOWN,2068,Skechers Casual Shoes,SHOES,Footwear,152,Yes (65 units),Aisle 6,Alternative: Adidas available
1144,NEW IN TOWN,1069,Apple MacBook Air,APPLIANCES,Electronics,2968,Yes (17 units),Aisle 6,Online order available
1144,NEW IN TOWN,2069,Nike Running Shoes,SHOES,Footwear,218,Yes (54 units),Aisle 9,Limited to 1 per customer
1144,NEW IN TOWN,1070,Apple MacBook Air,APPLIANCES,Electronics,514,Yes (46 units),Aisle 9,Limited to 2 per customer
1144,NEW IN TOWN,2070,Under Armour Trainers,SHOES,Footwear,52,Yes (66 units),Aisle 6,Alternative: Adidas available
1144,NEW IN TOWN,1071,Apple iPhone 15,APPLIANCES,Electronics,2894,No (Restocking in 2 days),Aisle 16,
1144,NEW IN TOWN,2071,Skechers Casual Shoes,SHOES,Footwear,133,Yes (77 units),Aisle 17,
1144,NEW IN TOWN,1072,Apple MacBook Air,APPLIANCES,Electronics,175,Yes (55 units),Aisle 10,Online order available
1144,NEW IN TOWN,2072,Nike Running Shoes,SHOES,Footwear,79,No (Restocking in 2 days),Aisle 10,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1073,Breville Coffee Machine,APPLIANCES,Electronics,2136,No (Restocking in 2 days),Aisle 11,Limited to 2 per customer
1144,NEW IN TOWN,2073,Under Armour Trainers,SHOES,Footwear,153,Yes (33 units),Aisle 9,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1074,Bose Sound System,APPLIANCES,Electronics,2787,Yes (47 units),Aisle 10,Online order available
1144,NEW IN TOWN,2074,Under Armour Trainers,SHOES,Footwear,79,Yes (44 units),Aisle 11,Alternative: Adidas available
1144,NEW IN TOWN,1075,Apple MacBook Air,APPLIANCES,Electronics,876,Yes (93 units),Aisle 11,Limited to 2 per customer
1144,NEW IN TOWN,2075,Skechers Casual Shoes,SHOES,Footwear,187,Yes (64 units),Aisle 14,Limited to 1 per customer
1144,NEW IN TOWN,1076,Panasonic Microwave,APPLIANCES,Electronics,2274,No (Restocking in 2 days),Aisle 20,10% discount for members
1144,NEW IN TOWN,2076,Converse Chuck Taylor,SHOES,Footwear,69,No (Restocking in 2 days),Aisle 5,Limited to 1 per customer
1144,NEW IN TOWN,1077,Apple MacBook Air,APPLIANCES,Electronics,1350,No (Restocking in 2 days),Aisle 5,Online order available
1144,NEW IN TOWN,2077,New Balance Joggers,SHOES,Footwear,192,No (Restocking in 2 days),Aisle 3,Alternative: Adidas available
1144,NEW IN TOWN,1078,Bose Sound System,APPLIANCES,Electronics,1680,Yes (67 units),Aisle 20,Limited to 2 per customer
1144,NEW IN TOWN,2078,New Balance Joggers,SHOES,Footwear,71,No (Restocking in 2 days),Aisle 17,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1079,Apple MacBook Air,APPLIANCES,Electronics,1606,Yes (60 units),Aisle 15,Online order available
1144,NEW IN TOWN,2079,Nike Running Shoes,SHOES,Footwear,115,Yes (62 units),Aisle 2,
1144,NEW IN TOWN,1080,LG Refrigerator,APPLIANCES,Electronics,1714,No (Restocking in 2 days),Aisle 16,10% discount for members
1144,NEW IN TOWN,2080,Vans Skate Shoes,SHOES,Footwear,118,No (Restocking in 2 days),Aisle 7,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1081,Apple iPhone 15,APPLIANCES,Electronics,1690,No (Restocking in 2 days),Aisle 19,10% discount for members
1144,NEW IN TOWN,2081,Under Armour Trainers,SHOES,Footwear,267,No (Restocking in 2 days),Aisle 2,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1082,Apple iPhone 15,APPLIANCES,Electronics,910,No (Restocking in 2 days),Aisle 9,10% discount for members
1144,NEW IN TOWN,2082,Reebok Walking Shoes,SHOES,Footwear,271,No (Restocking in 2 days),Aisle 2,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1083,Bose Sound System,APPLIANCES,Electronics,2819,Yes (71 units),Aisle 8,
1144,NEW IN TOWN,2083,Skechers Casual Shoes,SHOES,Footwear,155,Yes (99 units),Aisle 4,Alternative: Adidas available
1144,NEW IN TOWN,1084,Samsung Galaxy S23,APPLIANCES,Electronics,2638,No (Restocking in 2 days),Aisle 12,10% discount for members
1144,NEW IN TOWN,2084,Reebok Walking Shoes,SHOES,Footwear,188,Yes (30 units),Aisle 14,Alternative: Adidas available
1144,NEW IN TOWN,1085,Panasonic Microwave,APPLIANCES,Electronics,1017,Yes (87 units),Aisle 17,Online order available
1144,NEW IN TOWN,2085,Asics Trail Shoes,SHOES,Footwear,89,No (Restocking in 2 days),Aisle 20,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1086,Apple iPhone 15,APPLIANCES,Electronics,1463,Yes (17 units),Aisle 19,
1144,NEW IN TOWN,2086,Adidas Sneakers,SHOES,Footwear,232,Yes (15 units),Aisle 14,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1087,Apple iPhone 15,APPLIANCES,Electronics,708,No (Restocking in 2 days),Aisle 17,10% discount for members
1144,NEW IN TOWN,2087,Converse Chuck Taylor,SHOES,Footwear,145,Yes (87 units),Aisle 15,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1088,Fitbit Smartwatch,APPLIANCES,Electronics,2188,Yes (54 units),Aisle 6,Online order available
1144,NEW IN TOWN,2088,New Balance Joggers,SHOES,Footwear,87,Yes (69 units),Aisle 2,Limited to 1 per customer
1144,NEW IN TOWN,1089,Sony 55-inch TV,APPLIANCES,Electronics,1604,No (Restocking in 2 days),Aisle 7,Online order available
1144,NEW IN TOWN,2089,Converse Chuck Taylor,SHOES,Footwear,270,No (Restocking in 2 days),Aisle 5,Alternative: Adidas available
1144,NEW IN TOWN,1090,LG Refrigerator,APPLIANCES,Electronics,495,Yes (55 units),Aisle 20,10% discount for members
1144,NEW IN TOWN,2090,Converse Chuck Taylor,SHOES,Footwear,245,No (Restocking in 2 days),Aisle 3,Limited to 1 per customer
1144,NEW IN TOWN,1091,Sony 55-inch TV,APPLIANCES,Electronics,2113,Yes (31 units),Aisle 16,
1144,NEW IN TOWN,2091,Nike Running Shoes,SHOES,Footwear,258,Yes (41 units),Aisle 17,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1092,Dyson Vacuum Cleaner,APPLIANCES,Electronics,433,Yes (63 units),Aisle 5,Online order available
1144,NEW IN TOWN,2092,Vans Skate Shoes,SHOES,Footwear,116,No (Restocking in 2 days),Aisle 16,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1093,Sony 55-inch TV,APPLIANCES,Electronics,1377,Yes (10 units),Aisle 9,
1144,NEW IN TOWN,2093,Reebok Walking Shoes,SHOES,Footwear,96,Yes (97 units),Aisle 15,
1144,NEW IN TOWN,1094,Apple iPhone 15,APPLIANCES,Electronics,1317,Yes (52 units),Aisle 8,Online order available
1144,NEW IN TOWN,2094,Puma Sports Shoes,SHOES,Footwear,84,Yes (42 units),Aisle 7,
1144,NEW IN TOWN,1095,Sony 55-inch TV,APPLIANCES,Electronics,1689,No (Restocking in 2 days),Aisle 9,
1144,NEW IN TOWN,2095,Nike Running Shoes,SHOES,Footwear,141,No (Restocking in 2 days),Aisle 13,Limited to 1 per customer
1144,NEW IN TOWN,1096,Apple iPhone 15,APPLIANCES,Electronics,2732,No (Restocking in 2 days),Aisle 11,Online order available
1144,NEW IN TOWN,2096,Puma Sports Shoes,SHOES,Footwear,219,Yes (43 units),Aisle 10,Alternative: Adidas available
1144,NEW IN TOWN,1097,Samsung Galaxy S23,APPLIANCES,Electronics,1898,Yes (15 units),Aisle 19,
1144,NEW IN TOWN,2097,Puma Sports Shoes,SHOES,Footwear,57,No (Restocking in 2 days),Aisle 1,
1144,NEW IN TOWN,1098,LG Refrigerator,APPLIANCES,Electronics,1519,No (Restocking in 2 days),Aisle 3,Limited to 2 per customer
1144,NEW IN TOWN,2098,Puma Sports Shoes,SHOES,Footwear,141,Yes (31 units),Aisle 2,Alternative: Adidas available
1144,NEW IN TOWN,1099,Apple iPhone 15,APPLIANCES,Electronics,1923,Yes (83 units),Aisle 18,
1144,NEW IN TOWN,2099,Puma Sports Shoes,SHOES,Footwear,211,No (Restocking in 2 days),Aisle 3,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1100,Apple iPhone 15,APPLIANCES,Electronics,2094,Yes (76 units),Aisle 5,Online order available
1144,NEW IN TOWN,2100,Asics Trail Shoes,SHOES,Footwear,232,No (Restocking in 2 days),Aisle 5,
1144,NEW IN TOWN,1101,Panasonic Microwave,APPLIANCES,Electronics,2370,No (Restocking in 2 days),Aisle 3,10% discount for members
1144,NEW IN TOWN,2101,Asics Trail Shoes,SHOES,Footwear,119,No (Restocking in 2 days),Aisle 5,
1144,NEW IN TOWN,1102,Fitbit Smartwatch,APPLIANCES,Electronics,2873,Yes (27 units),Aisle 6,10% discount for members
1144,NEW IN TOWN,2102,Puma Sports Shoes,SHOES,Footwear,288,No (Restocking in 2 days),Aisle 13,Limited to 1 per customer
1144,NEW IN TOWN,1103,Dyson Vacuum Cleaner,APPLIANCES,Electronics,1975,Yes (89 units),Aisle 15,
1144,NEW IN TOWN,2103,Under Armour Trainers,SHOES,Footwear,84,No (Restocking in 2 days),Aisle 16,
1144,NEW IN TOWN,1104,Samsung Galaxy S23,APPLIANCES,Electronics,1368,Yes (21 units),Aisle 17,Limited to 2 per customer
1144,NEW IN TOWN,2104,Converse Chuck Taylor,SHOES,Footwear,102,No (Restocking in 2 days),Aisle 17,Buy 1 Get 1 50% Off
1144,NEW IN TOWN,1105,LG Refrigerator,APPLIANCES,Electronics,2974,No (Restocking in 2 days),Aisle 15,Limited to 2 per customer
1144,NEW IN TOWN,2105,Adidas Sneakers,SHOES,Footwear,247,No (Restocking in 2 days),Aisle 20,Buy 1 Get 1 50% Off
